Page URL,Status,Issue Type,WCAG Level,Category,Description,Impact,Node
"https://shopsatpalmdesert.com/stores/macys",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/macys",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/macys",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/macys",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/macys",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/macys-backstage",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/macys-backstage",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/macys-backstage",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/macys-backstage",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/macys-backstage",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/macys-backstage",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/macys-backstage",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/macys-backstage",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/macys-furniture-gallery",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/macys-furniture-gallery",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/macys-furniture-gallery",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/macys-furniture-gallery",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/macys-furniture-gallery",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/macys-furniture-gallery",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/macys-furniture-gallery",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/macys-furniture-gallery",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/masry-custom-t-shirt",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/masry-custom-t-shirt",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/masry-custom-t-shirt",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/masry-custom-t-shirt",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/masry-custom-t-shirt",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/masry-custom-t-shirt",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/masry-custom-t-shirt",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/masry-custom-t-shirt",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/miniso",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/miniso",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/miniso",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/miniso",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/miniso",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/miniso",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/miniso",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/miniso",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/moccasins-west",301,"violations",Level AAA,Error,"Ensure the contrast between foreground and background colors meets WCAG 2 AAA enhanced contrast ratio thresholds",serious,".deal-expiry"
"https://shopsatpalmdesert.com/stores/moccasins-west",301,"violations",Level AA,Error,"Ensure the order of headings is semantically correct",moderate,"h5"
"https://shopsatpalmdesert.com/stores/moccasins-west",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,".mcd-retailer-image > img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/moccasins-west",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/moccasins-west",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/moccasins-west",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/moccasins-west",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/moccasins-west",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/moccasins-west",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/moccasins-west",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/mountain-view-tire",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/mountain-view-tire",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/mountain-view-tire",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/mountain-view-tire",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/mountain-view-tire",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/mountain-view-tire",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/mountain-view-tire",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/mountain-view-tire",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/mrs-fields",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/mrs-fields",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/mrs-fields",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/mrs-fields",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/mrs-fields",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/mrs-fields",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/mrs-fields",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/mrs-fields",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/m-ruiz-jewelers",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/m-ruiz-jewelers",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/m-ruiz-jewelers",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/m-ruiz-jewelers",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/m-ruiz-jewelers",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/m-ruiz-jewelers",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/m-ruiz-jewelers",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/m-ruiz-jewelers",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/new-star-image",301,"violations",Level AAA,Error,"Ensure the contrast between foreground and background colors meets WCAG 2 AAA enhanced contrast ratio thresholds",serious,"b"
"https://shopsatpalmdesert.com/stores/new-star-image",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/new-star-image",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/new-star-image",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/new-star-image",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/new-star-image",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/new-star-image",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/new-star-image",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/new-star-image",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/oakwest-footwear",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/oakwest-footwear",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/oakwest-footwear",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/oakwest-footwear",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/oakwest-footwear",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/oakwest-footwear",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/oakwest-footwear",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/oakwest-footwear",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/pac-sun",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/pac-sun",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/pac-sun",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/pac-sun",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/pac-sun",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/pac-sun",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/pac-sun",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/pac-sun",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/palm-desert-management",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/palm-desert-management",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/palm-desert-management",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/palm-desert-management",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/palm-desert-management",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/palm-desert-management",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/palm-desert-management",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/palm-desert-management",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/partnership-and-community-educat",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/partnership-and-community-educat",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/partnership-and-community-educat",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/partnership-and-community-educat",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/partnership-and-community-educat",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/partnership-and-community-educat",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/partnership-and-community-educat",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/partnership-and-community-educat",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/perfume-gallery",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/perfume-gallery",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/perfume-gallery",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/perfume-gallery",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/perfume-gallery",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/perfume-gallery",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/perfume-gallery",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/perfume-gallery",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/pink",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/pink",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/pink",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/pink",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/pink",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/pink",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/pink",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/pink",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/purfit-athletic",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/purfit-athletic",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/purfit-athletic",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/purfit-athletic",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/purfit-athletic",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/purfit-athletic",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/purfit-athletic",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/purfit-athletic",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/quick-fit-alterations",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/quick-fit-alterations",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/quick-fit-alterations",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/quick-fit-alterations",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/quick-fit-alterations",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/quick-fit-alterations",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/quick-fit-alterations",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/quick-fit-alterations",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/ruby-thai-kitchen",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/ruby-thai-kitchen",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/ruby-thai-kitchen",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/ruby-thai-kitchen",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/ruby-thai-kitchen",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/ruby-thai-kitchen",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/ruby-thai-kitchen",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/ruby-thai-kitchen",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/salems-dollhouse",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/salems-dollhouse",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/salems-dollhouse",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/salems-dollhouse",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/salems-dollhouse",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/salems-dollhouse",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/salems-dollhouse",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/salems-dollhouse",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/sbarro",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/sbarro",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/sbarro",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/sbarro",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/sbarro",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/sbarro",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/sbarro",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/sbarro",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/sees-candies",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/sees-candies",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/sees-candies",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/sees-candies",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/sees-candies",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/sees-candies",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/sees-candies",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/sees-candies",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/shoe-palace",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/shoe-palace",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/shoe-palace",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/shoe-palace",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/shoe-palace",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/shoe-palace",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/shoe-palace",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/shoe-palace",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/soothing-massage",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/soothing-massage",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/soothing-massage",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/soothing-massage",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/soothing-massage",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/soothing-massage",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
